Source File,Line,File Name,Response
Site_license_map.csv,26,C:\e_drive\.temp\twc-radix-data/sites/Coolmine - TDU2013/Licence Maps/Coolmine - TDU2013 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Coolmine - TDU2013\Licence Maps\Coolmine - TDU2013 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,27,C:\e_drive\.temp\twc-radix-data/sites/Coronea - TCK1015/Licence Maps/Coronea - TCK1015 - TCF01 - Rev 1.0.pdf,twc file id: 4226
Site_license_map.csv,28,C:\e_drive\.temp\twc-radix-data/sites/Curraross - TKY1016/Licence Maps/Curraross - TKY1016 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Curraross - TKY1016\Licence Maps\Curraross - TKY1016 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,29,C:\e_drive\.temp\twc-radix-data/sites/Derryquin - TKY1017/Licence Maps/Derryquin - TKY1017 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Derryquin - TKY1017\Licence Maps\Derryquin - TKY1017 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,30,C:\e_drive\.temp\twc-radix-data/sites/Dingle - TKY2014/Licence Maps/Dingle - TKY2014 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Dingle - TKY2014\Licence Maps\Dingle - TKY2014 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,31,C:\e_drive\.temp\twc-radix-data/sites/Drumgold - TWX1018/Licence Maps/Drumgold - TWX1018 - TCF01 - Rev 1.0.pdf,twc file id: 4227
Site_license_map.csv,32,C:\e_drive\.temp\twc-radix-data/sites/Dundalk Ramparts - TLH2015/Licence Maps/Dundalk Ramparts - TLH2015 - Record.pdf,twc file id: 4228
Site_license_map.csv,33,C:\e_drive\.temp\twc-radix-data/sites/Dunglow - TDL2016/Licence Maps/Dunglow Licence Map TCF.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Dunglow - TDL2016\Licence Maps\Dunglow Licence Map TCF.pdf'.
Site_license_map.csv,34,C:\e_drive\.temp\twc-radix-data/sites/Dunmurry Hill - TKE1019/Licence Maps/Dunmurry Hill - TKE1019 - TCF01 - Rev 1.0.pdf,twc file id: 4229
Site_license_map.csv,35,C:\e_drive\.temp\twc-radix-data/sites/Elfordstown - TCK2017/Licence Maps/Elfordstown - TCK2017 - TCF01 - Rev 1.0.pdf,twc file id: 4230
Site_license_map.csv,36,C:\e_drive\.temp\twc-radix-data/sites/Enniscorthy - TWX2018/Licence Maps/Enniscorthy - TWX2018 - TCF01 - Rev 1.0.pdf,twc file id: 4231
Site_license_map.csv,37,C:\e_drive\.temp\twc-radix-data/sites/Fermoy - TCK2019/Licence Maps/Fermoy - TCK2019 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Fermoy - TCK2019\Licence Maps\Fermoy - TCK2019 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,38,C:\e_drive\.temp\twc-radix-data/sites/Fourknocks - TMH1020/Licence Maps/Fourknocks - TMH1020 - TCF01 - Rev 1.0.pdf,twc file id: 4232
Site_license_map.csv,39,C:\e_drive\.temp\twc-radix-data/sites/Gallows Hill - TWD2020/Licence Maps/Gallows Hill - TWD2020 - TCF01 - Rev 1.0.pdf,twc file id: 4233
Site_license_map.csv,40,C:\e_drive\.temp\twc-radix-data/sites/Glengoole 48m - TTP1021/Licence Maps/Glengoole - TTP1021 - TCF01 - Rev 1.0.pdf,twc file id: 4234
Site_license_map.csv,41,C:\e_drive\.temp\twc-radix-data/sites/Glenteige - TWW3008/Licence Maps/Glenteige - TWW3008 - TCF01 - Rev 1.0.pdf,twc file id: 4235
Site_license_map.csv,42,C:\e_drive\.temp\twc-radix-data/sites/Glenties - TDL2021/Licence Maps/Glenties - TDL2021 - TCF01 - Rev 1.0.pdf,twc file id: 4236
Site_license_map.csv,43,C:\e_drive\.temp\twc-radix-data/sites/Inchee - TKY1022/Licence Maps/Inchee - TKY1022 - TCF01 - Rev 1.0.pdf,twc file id: 4237
Site_license_map.csv,44,C:\e_drive\.temp\twc-radix-data/sites/Inisheer - TGY2022/Licence Maps/Inisheer - TGY2022 - TCF01 - Rev 1.0.pdf,twc file id: 4238
Site_license_map.csv,45,C:\e_drive\.temp\twc-radix-data/sites/Inishmaan - TGY2023/Licence Maps/Inishmaan - TGY2023 - TCF01 - Rev 1.0.pdf,twc file id: 4239
Site_license_map.csv,46,C:\e_drive\.temp\twc-radix-data/sites/Kenmare - TKY2024/Licence Maps/Kenmare - TKY2024 - TCF01 - Rev 1.0.pdf,twc file id: 4240
Site_license_map.csv,47,C:\e_drive\.temp\twc-radix-data/sites/Kilbride - TMO1023/Licence Maps/Kilbride - TMO1023 - TCF01 - Rev 1.0.pdf,twc file id: 4241
Site_license_map.csv,48,C:\e_drive\.temp\twc-radix-data/sites/Kilcornan - TCE1024/Licence Maps/Kilcornan - TCE1024 - TCF01 - Rev 1.0.pdf,twc file id: 4242
Site_license_map.csv,49,C:\e_drive\.temp\twc-radix-data/sites/Kildorrery - TCK3009/Licence Maps/Kildorrery - TCK3009 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Kildorrery - TCK3009\Licence Maps\Kildorrery - TCK3009 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,50,C:\e_drive\.temp\twc-radix-data/sites/Kilkeaveragh - TKY1025/Licence Maps/Kilkeaveragh - TKY1025 - TCF01 - Rev 1.0.pdf,twc file id: 4243
Site_license_map.csv,51,C:\e_drive\.temp\twc-radix-data/sites/Killarney - TKY2025/Licence Maps/Killarney - TKY2025 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Killarney - TKY2025\Licence Maps\Killarney - TKY2025 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,52,C:\e_drive\.temp\twc-radix-data/sites/Kilmuckridge - TWX2026/Licence Maps/Kilmuckridge - TWX2026 - TCF01 - Rev 1.0.pdf,twc file id: 4244
Site_license_map.csv,53,C:\e_drive\.temp\twc-radix-data/sites/Kilronan - TGY2027/Licence Maps/Kilronan - TGY2027 - TCF01 - Rev 1.0.pdf,twc file id: 4245
Site_license_map.csv,54,C:\e_drive\.temp\twc-radix-data/sites/Kilrush - TCE2028/Licence Maps/Kilrush Licence Map TCF.pdf,twc file id: 4246
Site_license_map.csv,55,C:\e_drive\.temp\twc-radix-data/sites/Knockaneagh - TCK1026/Licence Maps/Knockaneagh - TCK1026 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Knockaneagh - TCK1026\Licence Maps\Knockaneagh - TCK1026 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,56,C:\e_drive\.temp\twc-radix-data/sites/Knockanimpaha - TLK1027/Licence Maps/Knockanimpaha - TLK1027 - TCF01 - Rev 1.0.pdf,twc file id: 4247
Site_license_map.csv,57,C:\e_drive\.temp\twc-radix-data/sites/Knockanore - TKY1028/Licence Maps/Knockanore - TKY1028 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Knockanore - TKY1028\Licence Maps\Knockanore - TKY1028 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,58,C:\e_drive\.temp\twc-radix-data/sites/Knockgour - TCK1029/Licence Maps/Knockgour - TCK1029 - TCF01 - Rev 1.0.pdf,twc file id: 4248
Site_license_map.csv,59,C:\e_drive\.temp\twc-radix-data/sites/Knockletterfore - TGY1030/Licence Maps/Knockletterfore - TGY1030 - TCF01 - Rev 1.0.pdf,twc file id: 4249
Site_license_map.csv,60,C:\e_drive\.temp\twc-radix-data/sites/Knockmay - TLS2029/Licence Maps/Knockmay - TLS2029 - TCF01 - Rev 1.0.pdf,twc file id: 4250
Site_license_map.csv,61,C:\e_drive\.temp\twc-radix-data/sites/Knocknaboul - TKY1031/Licence Maps/Knocknaboul - TKY1031 - TCF01 - Rev 1.0.pdf,twc file id: 4251
Site_license_map.csv,62,C:\e_drive\.temp\twc-radix-data/sites/TTP1032/Licence Maps/Laghtseefin - TTP1032 - TCF01 - Rev 1.0.pdf,twc file id: 4252
Site_license_map.csv,63,C:\e_drive\.temp\twc-radix-data/sites/Letterfrack - TGY2030/Licence Maps/Letterfrack - TGY2030 - TCF01 - Rev 1.0.pdf,twc file id: 4253
Site_license_map.csv,64,C:\e_drive\.temp\twc-radix-data/sites/Listowel - TKY2031/Licence Maps/Listowel - TKY2031 - TCF01 - Rev 1.0.pdf,twc file id: 4254
Site_license_map.csv,65,C:\e_drive\.temp\twc-radix-data/sites/Mallow - TCK2032/Licence Maps/Mallow - TCK2032 - TCF01 - Rev 1.0.pdf,twc file id: 4255
Site_license_map.csv,66,C:\e_drive\.temp\twc-radix-data/sites/Mervue - TGY2033/Licence Maps/Mervue - TGY2033 - TCF01 - Rev 1.0.pdf,twc file id: 4256
Site_license_map.csv,67,C:\e_drive\.temp\twc-radix-data/sites/Minaun Heights - TMO1033/Licence Maps/Minaun Heights - TMO1033 - TCF01 - Rev 1.0.pdf,twc file id: 4257
Site_license_map.csv,68,C:\e_drive\.temp\twc-radix-data/sites/Mongorry Hill - TDL1034/Licence Maps/Mongorry Hill - TDL1034 - TCF01 - Rev 1.0.pdf,twc file id: 4258
Site_license_map.csv,69,C:\e_drive\.temp\twc-radix-data/sites/Mount Eagle - TKY1035/Licence Maps/Mount Eagle - TKY1035 - TCF01 - Rev 1.0.pdf,twc file id: 4259
Site_license_map.csv,70,C:\e_drive\.temp\twc-radix-data/sites/Mount Oriel - TLH1036/Licence Maps/Mount Oriel Licence Map TCF.pdf,twc file id: 4260
Site_license_map.csv,71,C:\e_drive\.temp\twc-radix-data/sites/Moveen Hill - TCE1037/Licence Maps/Moveen Hill - TCE1037 - TCF01 - Rev 1.0.pdf,twc file id: 4261
Site_license_map.csv,72,C:\e_drive\.temp\twc-radix-data/sites/Mulmosog - TDL1038/Licence Maps/Mulmosog - TDL1038 - TCF01 - Rev 1.0.pdf,twc file id: 4262
Site_license_map.csv,73,C:\e_drive\.temp\twc-radix-data/sites/Rathedmond - TSO2034/Licence Maps/Rathedmond - TSO2034 - TCF01 - Rev 1.0.pdf,twc file id: 4263
Site_license_map.csv,74,C:\e_drive\.temp\twc-radix-data/sites/Roslevin - TWH2035/Licence Maps/Roslevin - TWH2035 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Roslevin - TWH2035\Licence Maps\Roslevin - TWH2035 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,75,C:\e_drive\.temp\twc-radix-data/sites/Shanettra - TMO1039/Licence Maps/Shanettra - TMO1039 - TCF01 - Rev 1.0.pdf,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Shanettra - TMO1039\Licence Maps\Shanettra - TMO1039 - TCF01 - Rev 1.0.pdf'.
Site_license_map.csv,76,C:\e_drive\.temp\twc-radix-data/sites/Shelmalier 20m - TWX1047/Licence Maps/Shelmalier - TWX1047 & TWX1040 - TCF01 - Rev 1.0,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Shelmalier 20m - TWX1047\Licence Maps\Shelmalier - TWX1047 & TWX1040 - TCF01 - Rev 1.0'.
Site_license_map.csv,77,C:\e_drive\.temp\twc-radix-data/sites/Shelmalier 43m - TWX1040/Licence Maps/Shelmalier - TWX1047 & TWX1040 - TCF01 - Rev 1.0,Could not find file 'C:\e_drive\.temp\twc-radix-data\sites\Shelmalier 43m - TWX1040\Licence Maps\Shelmalier - TWX1047 & TWX1040 - TCF01 - Rev 1.0'.
Site_license_map.csv,78,C:\e_drive\.temp\twc-radix-data/sites/Walsh Island - TOY2036/Licence Maps/Walsh Island - TOY2036 - TCF01 - Rev 1.0.pdf,twc file id: 4264
Site_license_map.csv,79,C:\e_drive\.temp\twc-radix-data/sites/Wexford - TWX2037/Licence Maps/Wexford - TWX2037 - TCF01 - Rev 1.0.pdf,twc file id: 4265
Site_license_map.csv,80,C:\e_drive\.temp\twc-radix-data/sites/Whitechurch - TCK1042/Licence Maps/Whitechurch - TCK1042 - TCF01 - Rev 1.0.pdf,twc file id: 4266
Company_files.csv,1,C:\e_drive\.temp\twc-radix-data/companies/4\27,twc file id: 4267
Company_files.csv,2,C:\e_drive\.temp\twc-radix-data/companies/4\29,twc file id: 4268
Company_files.csv,3,C:\e_drive\.temp\twc-radix-data/companies/4\30,twc file id: 4269
Company_files.csv,4,C:\e_drive\.temp\twc-radix-data/companies/4\31,twc file id: 4270
Company_files.csv,5,C:\e_drive\.temp\twc-radix-data/companies/4\32,twc file id: 4271
Company_files.csv,6,C:\e_drive\.temp\twc-radix-data/companies/4\34,twc file id: 4272
Company_files.csv,7,C:\e_drive\.temp\twc-radix-data/companies/49\2756,twc file id: 4273
Company_files.csv,8,C:\e_drive\.temp\twc-radix-data/companies/60\64,twc file id: 4274
Company_files.csv,9,C:\e_drive\.temp\twc-radix-data/companies/60\65,twc file id: 4275
Company_files.csv,10,C:\e_drive\.temp\twc-radix-data/companies/60\66,twc file id: 4276
Company_files.csv,11,C:\e_drive\.temp\twc-radix-data/companies/60\67,twc file id: 4277
Company_files.csv,12,C:\e_drive\.temp\twc-radix-data/companies/60\68,twc file id: 4278
Company_files.csv,13,C:\e_drive\.temp\twc-radix-data/companies/60\69,twc file id: 4279
Company_files.csv,14,C:\e_drive\.temp\twc-radix-data/companies/60\70,twc file id: 4280
Company_files.csv,15,C:\e_drive\.temp\twc-radix-data/companies/60\71,twc file id: 4281
Company_files.csv,16,C:\e_drive\.temp\twc-radix-data/companies/60\72,twc file id: 4282
Company_files.csv,17,C:\e_drive\.temp\twc-radix-data/companies/60\73,twc file id: 4283
Company_files.csv,18,C:\e_drive\.temp\twc-radix-data/companies/60\74,twc file id: 4284
Company_files.csv,19,C:\e_drive\.temp\twc-radix-data/companies/60\75,twc file id: 4285
Company_files.csv,20,C:\e_drive\.temp\twc-radix-data/companies/67\76,twc file id: 4286
Company_files.csv,21,C:\e_drive\.temp\twc-radix-data/companies/67\77,twc file id: 4287 WARN: File is flagged as deleted in Radix
Company_files.csv,22,C:\e_drive\.temp\twc-radix-data/companies/67\78,twc file id: 4288 WARN: File is flagged as deleted in Radix
Company_files.csv,23,C:\e_drive\.temp\twc-radix-data/companies/67\79,twc file id: 4289 WARN: File is flagged as deleted in Radix
Company_files.csv,24,C:\e_drive\.temp\twc-radix-data/companies/4\207,twc file id: 4290
Company_files.csv,25,C:\e_drive\.temp\twc-radix-data/companies/4\202,twc file id: 4291
Company_files.csv,26,C:\e_drive\.temp\twc-radix-data/companies/116\2589,twc file id: 4292
Company_files.csv,27,C:\e_drive\.temp\twc-radix-data/companies/60\177,twc file id: 4293
Company_files.csv,28,C:\e_drive\.temp\twc-radix-data/companies/116\2581,twc file id: 4294
Company_files.csv,29,C:\e_drive\.temp\twc-radix-data/companies/35\627,twc file id: 4295
Company_files.csv,30,C:\e_drive\.temp\twc-radix-data/companies/35\626,twc file id: 4296
Company_files.csv,31,C:\e_drive\.temp\twc-radix-data/companies/35\625,twc file id: 4297
Company_files.csv,32,C:\e_drive\.temp\twc-radix-data/companies/116\2588,twc file id: 4298
Company_files.csv,33,C:\e_drive\.temp\twc-radix-data/companies/116\2590,twc file id: 4299
Company_files.csv,34,C:\e_drive\.temp\twc-radix-data/companies/116\2591,twc file id: 4300
Company_files.csv,35,C:\e_drive\.temp\twc-radix-data/companies/35\624,twc file id: 4301
Company_files.csv,36,C:\e_drive\.temp\twc-radix-data/companies/35\623,twc file id: 4302
Company_files.csv,37,C:\e_drive\.temp\twc-radix-data/companies/59\4078,twc file id: 4303
Company_files.csv,38,C:\e_drive\.temp\twc-radix-data/companies/35\628,twc file id: 4304
Company_files.csv,39,C:\e_drive\.temp\twc-radix-data/companies/35\629,twc file id: 4305
Company_files.csv,40,C:\e_drive\.temp\twc-radix-data/companies/35\630,twc file id: 4306
Company_files.csv,41,C:\e_drive\.temp\twc-radix-data/companies/35\631,twc file id: 4307
Company_files.csv,42,C:\e_drive\.temp\twc-radix-data/companies/35\632,twc file id: 4308
Company_files.csv,43,C:\e_drive\.temp\twc-radix-data/companies/35\633,twc file id: 4309
Company_files.csv,44,C:\e_drive\.temp\twc-radix-data/companies/35\634,twc file id: 4310
Company_files.csv,45,C:\e_drive\.temp\twc-radix-data/companies/35\635,twc file id: 4311
Company_files.csv,46,C:\e_drive\.temp\twc-radix-data/companies/49\2755,twc file id: 4312
Company_files.csv,47,C:\e_drive\.temp\twc-radix-data/companies/116\2587,twc file id: 4313
Company_files.csv,48,C:\e_drive\.temp\twc-radix-data/companies/49\2753,twc file id: 4314
Company_files.csv,49,C:\e_drive\.temp\twc-radix-data/companies/49\2752,twc file id: 4315
Company_files.csv,50,C:\e_drive\.temp\twc-radix-data/companies/123\882,twc file id: 4316
Company_files.csv,51,C:\e_drive\.temp\twc-radix-data/companies/123\883,twc file id: 4317
Company_files.csv,52,C:\e_drive\.temp\twc-radix-data/companies/123\881,twc file id: 4318
Company_files.csv,53,C:\e_drive\.temp\twc-radix-data/companies/20\2456,twc file id: 4319
Company_files.csv,54,C:\e_drive\.temp\twc-radix-data/companies/49\2751,twc file id: 4320
Company_files.csv,55,C:\e_drive\.temp\twc-radix-data/companies/49\2749,twc file id: 4321
Company_files.csv,56,C:\e_drive\.temp\twc-radix-data/companies/49\2750,twc file id: 4322
Company_files.csv,57,C:\e_drive\.temp\twc-radix-data/companies/49\2746,twc file id: 4323
Company_files.csv,58,C:\e_drive\.temp\twc-radix-data/companies/32\1048,twc file id: 4324
Company_files.csv,59,C:\e_drive\.temp\twc-radix-data/companies/32\1047,twc file id: 4325
Company_files.csv,60,C:\e_drive\.temp\twc-radix-data/companies/125\1046,twc file id: 4326
Company_files.csv,61,C:\e_drive\.temp\twc-radix-data/companies/125\1045,twc file id: 4327
Company_files.csv,62,C:\e_drive\.temp\twc-radix-data/companies/20\2455,twc file id: 4328
Company_files.csv,63,C:\e_drive\.temp\twc-radix-data/companies/49\2748,twc file id: 4329
Company_files.csv,64,C:\e_drive\.temp\twc-radix-data/companies/49\2747,twc file id: 4330
Company_files.csv,65,C:\e_drive\.temp\twc-radix-data/companies/43\5055,A file with same name for same record already found
Company_files.csv,66,C:\e_drive\.temp\twc-radix-data/companies/116\2586,twc file id: 4331
Company_files.csv,67,C:\e_drive\.temp\twc-radix-data/companies/116\2585,twc file id: 4332
Company_files.csv,68,C:\e_drive\.temp\twc-radix-data/companies/43\5057,A file with same name for same record already found
Company_files.csv,69,C:\e_drive\.temp\twc-radix-data/companies/43\5056,A file with same name for same record already found
Company_files.csv,70,C:\e_drive\.temp\twc-radix-data/companies/116\2584,twc file id: 4333
Company_files.csv,71,C:\e_drive\.temp\twc-radix-data/companies/116\2583,twc file id: 4334
Company_files.csv,72,C:\e_drive\.temp\twc-radix-data/companies/116\2582,twc file id: 4335
Company_files.csv,73,C:\e_drive\.temp\twc-radix-data/companies/43\5054,A file with same name for same record already found
Company_files.csv,74,C:\e_drive\.temp\twc-radix-data/companies/49\2745,twc file id: 4336
Company_files.csv,75,C:\e_drive\.temp\twc-radix-data/companies/49\2744,twc file id: 4337
Company_files.csv,76,C:\e_drive\.temp\twc-radix-data/companies/116\2592,twc file id: 4338
Company_files.csv,77,C:\e_drive\.temp\twc-radix-data/companies/29\2684,twc file id: 4339
Company_files.csv,78,C:\e_drive\.temp\twc-radix-data/companies/29\2683,twc file id: 4340
Company_files.csv,79,C:\e_drive\.temp\twc-radix-data/companies/29\2682,twc file id: 4341
Company_files.csv,80,C:\e_drive\.temp\twc-radix-data/companies/29\2681,twc file id: 4342
Company_files.csv,81,C:\e_drive\.temp\twc-radix-data/companies/29\2680,twc file id: 4343
Company_files.csv,82,C:\e_drive\.temp\twc-radix-data/companies/116\2593,twc file id: 4344
Company_files.csv,83,C:\e_drive\.temp\twc-radix-data/companies/116\2594,twc file id: 4345
Company_files.csv,84,C:\e_drive\.temp\twc-radix-data/companies/49\2742,twc file id: 4346
Company_files.csv,85,C:\e_drive\.temp\twc-radix-data/companies/49\2743,twc file id: 4347
Company_files.csv,86,C:\e_drive\.temp\twc-radix-data/companies/49\2754,twc file id: 4348
Company_files.csv,87,C:\e_drive\.temp\twc-radix-data/companies/49\2741,twc file id: 4349
Company_files.csv,88,C:\e_drive\.temp\twc-radix-data/companies/29\2679,twc file id: 4350
Company_files.csv,89,C:\e_drive\.temp\twc-radix-data/companies/29\2678,twc file id: 4351
Company_files.csv,90,C:\e_drive\.temp\twc-radix-data/companies/29\2676,twc file id: 4352
Company_files.csv,91,C:\e_drive\.temp\twc-radix-data/companies/29\2677,twc file id: 4353
Company_files.csv,92,C:\e_drive\.temp\twc-radix-data/companies/59\4077,twc file id: 4354
Company_files.csv,93,C:\e_drive\.temp\twc-radix-data/companies/42\3562,twc file id: 4355 WARN: File is flagged as deleted in Radix
Company_files.csv,94,C:\e_drive\.temp\twc-radix-data/companies/42\3561,twc file id: 4356 WARN: File is flagged as deleted in Radix
Company_files.csv,95,C:\e_drive\.temp\twc-radix-data/companies/42\3560,twc file id: 4357 WARN: File is flagged as deleted in Radix
Company_files.csv,96,C:\e_drive\.temp\twc-radix-data/companies/42\3559,twc file id: 4358 WARN: File is flagged as deleted in Radix
Company_files.csv,97,C:\e_drive\.temp\twc-radix-data/companies/59\4076,twc file id: 4359
Company_files.csv,98,C:\e_drive\.temp\twc-radix-data/companies/42\3558,twc file id: 4360 WARN: File is flagged as deleted in Radix
Company_files.csv,99,C:\e_drive\.temp\twc-radix-data/companies/42\3557,twc file id: 4361 WARN: File is flagged as deleted in Radix
Company_files.csv,100,C:\e_drive\.temp\twc-radix-data/companies/43\5053,A file with same name for same record already found
Company_files.csv,101,C:\e_drive\.temp\twc-radix-data/companies/42\3556,twc file id: 4362 WARN: File is flagged as deleted in Radix
Company_files.csv,102,C:\e_drive\.temp\twc-radix-data/companies/42\3555,twc file id: 4363 WARN: File is flagged as deleted in Radix
Company_files.csv,103,C:\e_drive\.temp\twc-radix-data/companies/142\4774,twc file id: 4364 WARN: File is flagged as deleted in Radix
Company_files.csv,104,C:\e_drive\.temp\twc-radix-data/companies/59\4075,twc file id: 4365
Company_files.csv,105,C:\e_drive\.temp\twc-radix-data/companies/59\4074,twc file id: 4366
Company_files.csv,106,C:\e_drive\.temp\twc-radix-data/companies/43\5052,A file with same name for same record already found
Company_files.csv,107,C:\e_drive\.temp\twc-radix-data/companies/43\5051,A file with same name for same record already found
Company_files.csv,108,C:\e_drive\.temp\twc-radix-data/companies/43\5050,twc file id: 4367
Company_files.csv,109,C:\e_drive\.temp\twc-radix-data/companies/59\4073,twc file id: 4368
Company_files.csv,110,C:\e_drive\.temp\twc-radix-data/companies/59\4072,twc file id: 4369
Company_files.csv,111,C:\e_drive\.temp\twc-radix-data/companies/43\5046,A file with same name for same record already found
Company_files.csv,112,C:\e_drive\.temp\twc-radix-data/companies/43\5049,twc file id: 4370
Company_files.csv,113,C:\e_drive\.temp\twc-radix-data/companies/43\5048,twc file id: 4371
Company_files.csv,114,C:\e_drive\.temp\twc-radix-data/companies/43\5047,twc file id: 4372
Company_files.csv,115,C:\e_drive\.temp\twc-radix-data/companies/43\5045,twc file id: 4373
Company_files.csv,116,C:\e_drive\.temp\twc-radix-data/companies/67\5148,twc file id: 4374 WARN: File is flagged as deleted in Radix
Company_files.csv,117,C:\e_drive\.temp\twc-radix-data/companies/56\5869,twc file id: 4375 WARN: File is flagged as deleted in Radix
Company_files.csv,118,C:\e_drive\.temp\twc-radix-data/companies/59\6027,twc file id: 4376
Company_files.csv,119,C:\e_drive\.temp\twc-radix-data/companies/116\6259,twc file id: 4377
Company_files.csv,120,C:\e_drive\.temp\twc-radix-data/companies/148\6338,twc file id: 4378
Company_files.csv,121,C:\e_drive\.temp\twc-radix-data/companies/56\6415,twc file id: 4379
Company_files.csv,122,C:\e_drive\.temp\twc-radix-data/companies/123\6740,twc file id: 4380
Company_files.csv,123,C:\e_drive\.temp\twc-radix-data/companies/142\8076,twc file id: 4381
Company_files.csv,124,C:\e_drive\.temp\twc-radix-data/companies/121\8077,twc file id: 4382
Company_files.csv,125,C:\e_drive\.temp\twc-radix-data/companies/121\8078,twc file id: 4383
Company_files.csv,126,C:\e_drive\.temp\twc-radix-data/companies/32\8719,twc file id: 4384
Company_files.csv,127,C:\e_drive\.temp\twc-radix-data/companies/117\9009,twc file id: 4385
Company_files.csv,128,C:\e_drive\.temp\twc-radix-data/companies/117\9010,twc file id: 4386
Company_files.csv,129,C:\e_drive\.temp\twc-radix-data/companies/117\9011,twc file id: 4387
Company_files.csv,130,C:\e_drive\.temp\twc-radix-data/companies/62\9018,twc file id: 4388
Company_files.csv,131,C:\e_drive\.temp\twc-radix-data/companies/62\9019,twc file id: 4389
Company_files.csv,132,C:\e_drive\.temp\twc-radix-data/companies/62\9020,twc file id: 4390
Company_files.csv,133,C:\e_drive\.temp\twc-radix-data/companies/62\9021,twc file id: 4391
Company_files.csv,134,C:\e_drive\.temp\twc-radix-data/companies/62\9022,twc file id: 4392
Company_files.csv,135,C:\e_drive\.temp\twc-radix-data/companies/62\9023,twc file id: 4393
Company_files.csv,136,C:\e_drive\.temp\twc-radix-data/companies/118\9026,twc file id: 4394
Company_files.csv,137,C:\e_drive\.temp\twc-radix-data/companies/118\9027,twc file id: 4395
Company_files.csv,138,C:\e_drive\.temp\twc-radix-data/companies/118\9028,twc file id: 4396
Company_files.csv,139,C:\e_drive\.temp\twc-radix-data/companies/158\9238,twc file id: 4397
Company_files.csv,140,C:\e_drive\.temp\twc-radix-data/companies/119\10635,twc file id: 4398
Company_files.csv,141,C:\e_drive\.temp\twc-radix-data/companies/119\10636,twc file id: 4399
Company_files.csv,142,C:\e_drive\.temp\twc-radix-data/companies/13\11331,twc file id: 4400
Company_files.csv,143,C:\e_drive\.temp\twc-radix-data/companies/13\12207,twc file id: 4401
Company_files.csv,144,C:\e_drive\.temp\twc-radix-data/companies/13\12781,twc file id: 4402
Company_files.csv,145,C:\e_drive\.temp\twc-radix-data/companies/13\12821,twc file id: 4403
Company_files.csv,146,C:\e_drive\.temp\twc-radix-data/companies/13\12923,twc file id: 4404
Company_files.csv,147,C:\e_drive\.temp\twc-radix-data/companies/163\13568,twc file id: 4405
Company_files.csv,148,C:\e_drive\.temp\twc-radix-data/companies/163\13569,twc file id: 4406 WARN: File is flagged as deleted in Radix
Company_files.csv,149,C:\e_drive\.temp\twc-radix-data/companies/163\15440,twc file id: 4407
Company_files.csv,150,C:\e_drive\.temp\twc-radix-data/companies/163\15441,twc file id: 4408
Company_files.csv,151,C:\e_drive\.temp\twc-radix-data/companies/67\16914,twc file id: 4409
Company_files.csv,152,C:\e_drive\.temp\twc-radix-data/companies/67\16915,twc file id: 4410
Company_files.csv,153,C:\e_drive\.temp\twc-radix-data/companies/67\16916,twc file id: 4411
Company_files.csv,154,C:\e_drive\.temp\twc-radix-data/companies/67\16917,twc file id: 4412
Company_files.csv,155,C:\e_drive\.temp\twc-radix-data/companies/67\16918,twc file id: 4413
Company_files.csv,156,C:\e_drive\.temp\twc-radix-data/companies/67\16919,twc file id: 4414
Company_files.csv,157,C:\e_drive\.temp\twc-radix-data/companies/67\16920,twc file id: 4415
Company_files.csv,158,C:\e_drive\.temp\twc-radix-data/companies/67\16921,twc file id: 4416
Company_files.csv,159,C:\e_drive\.temp\twc-radix-data/companies/67\17641,twc file id: 4417
